Berichtsjahr,Berichtsmonat,Segment,Marke,Modellreihe,Anzahl,Diesel,Hybrid,Benzin-Hybrid,Diesel-Hybrid,Hybrid (ohne Plug-in),Benzin-Hybrid (ohne Plug-in),Diesel-Hybrid (ohne Plug-in),Plug-in-Hybrid,Benzin-Plug-in-Hybrid,Diesel-Plug-in-Hybrid,Elektro (BEV),Allradantrieb,offener Aufbau,gewerblich,ObjectId
2023,Dezember,SUVs,HYUNDAI,TUCSON,1903,,1706000.0,1627000.0,79000.0,1098000.0,1019000.0,79000.0,608000.0,608000.0,,,1213000.0,,1692000.0,754092
2023,Dezember,SUVs,JAGUAR,I-PACE,9,,,,,,,,,,,9000.0,9000.0,,8000.0,754093
2023,Dezember,SUVs,JEEP,AVENGER,1316,,,,,,,,,,,1203000.0,,,124000.0,754094
2023,Dezember,SUVs,KIA,EV6,547,,,,,,,,,,,547000.0,237000.0,,183000.0,754095
2023,Dezember,SUVs,KIA,EV9,144,,,,,,,,,,,144000.0,144000.0,,117000.0,754096
2023,Dezember,SUVs,KIA,NIRO,683,,112000.0,112000.0,,42000.0,42000.0,,70000.0,70000.0,,571000.0,,,179000.0,754097
2023,Dezember,SUVs,KIA,SPORTAGE,915,,862000.0,758000.0,104000.0,702000.0,598000.0,104000.0,160000.0,160000.0,,,410000.0,,642000.0,754098
2023,Dezember,SUVs,KIA,STONIC,341,,136000.0,136000.0,,136000.0,136000.0,,,,,,,,220000.0,754099
2023,Dezember,SUVs,LEXUS,NX,67,,67000.0,67000.0,,47000.0,47000.0,,20000.0,20000.0,,,39000.0,,33000.0,754100
2023,Dezember,SUVs,LEXUS,RX,56,,56000.0,56000.0,,32000.0,32000.0,,24000.0,24000.0,,,56000.0,,45000.0,754101
2023,Dezember,SUVs,LEXUS,RZ,5,,,,,,,,,,,5000.0,5000.0,,2000.0,754102
2023,Dezember,SUVs,LEXUS,UX,122,,119000.0,119000.0,,119000.0,119000.0,,,,,3000.0,5000.0,,22000.0,754103
2023,Dezember,SUVs,LOTUS,ELETRE,8,,,,,,,,,,,8000.0,8000.0,,6000.0,754104
2023,Dezember,SUVs,LYNK & CO,01,24,,24000.0,24000.0,,,,,24000.0,24000.0,,,,,24000.0,754105
2023,Dezember,SUVs,MASERATI,GRECALE,37,,24000.0,24000.0,,24000.0,24000.0,,,,,,37000.0,,23000.0,754106
2023,Dezember,SUVs,MAZDA,CX-30,635,,635000.0,635000.0,,635000.0,635000.0,,,,,,51000.0,,312000.0,754107
2023,Dezember,SUVs,MAZDA,CX-5,1088,216000.0,857000.0,857000.0,,857000.0,857000.0,,,,,,412000.0,,673000.0,754108
2023,Dezember,SUVs,MAZDA,CX-60,589,,589000.0,254000.0,335000.0,335000.0,,335000.0,254000.0,254000.0,,,517000.0,,341000.0,754109
2023,Dezember,SUVs,MAZDA,MX-30,216,,118000.0,118000.0,,,,,118000.0,118000.0,,98000.0,,,43000.0,754110
2023,Dezember,SUVs,MERCEDES,GLA,2069,272000.0,842000.0,842000.0,,540000.0,540000.0,,302000.0,302000.0,,945000.0,681000.0,,842000.0,754111
2023,Dezember,SUVs,MERCEDES,GLB,987,399000.0,58000.0,58000.0,,58000.0,58000.0,,,,,441000.0,320000.0,,587000.0,754112
2023,Dezember,SUVs,MERCEDES,"GLK, GLC",2243,56000.0,2129000.0,1026000.0,1103000.0,884000.0,270000.0,614000.0,1245000.0,756000.0,489000.0,54000.0,2243000.0,,1685000.0,754113
2023,Dezember,SUVs,MG ROEWE,MARVEL,105,,,,,,,,,,,105000.0,46000.0,,10000.0,754114
2023,Dezember,SUVs,MG ROEWE,RX6,130,,1000.0,1000.0,,,,,1000.0,1000.0,,,,,124000.0,754115
2023,Dezember,SUVs,MG ROEWE,ZS,366,,,,,,,,,,,252000.0,,,48000.0,754116
2023,Dezember,SUVs,MITSUBISHI,ASX,151,,113000.0,113000.0,,102000.0,102000.0,,11000.0,11000.0,,,,,62000.0,754117
2023,Dezember,SUVs,MITSUBISHI,ECLIPSE CROSS,732,,732000.0,732000.0,,,,,732000.0,732000.0,,,732000.0,,585000.0,754118
2023,Dezember,SUVs,NIO,EL6,12,,,,,,,,,,,12000.0,12000.0,,9000.0,754119
2023,Dezember,SUVs,NISSAN,ARIYA,73,,,,,,,,,,,73000.0,22000.0,,24000.0,754120
2023,Dezember,SUVs,NISSAN,QASHQAI,1085,,1082000.0,1082000.0,,1082000.0,1082000.0,,,,,,67000.0,,592000.0,754121
2023,Dezember,SUVs,OPEL,CROSSLAND X,822,174000.0,,,,,,,,,,,,,703000.0,754122
2023,Dezember,SUVs,OPEL,GRANDLAND X,1034,195000.0,110000.0,110000.0,,,,,110000.0,110000.0,,,46000.0,,908000.0,754123
2023,Dezember,SUVs,OPEL,MOKKA,2962,22000.0,,,,,,,,,,1423000.0,,,2523000.0,754124
2023,Dezember,SUVs,PEUGEOT,2008,551,58000.0,,,,,,,,,,78000.0,,,285000.0,754125
2023,Dezember,SUVs,RENAULT,ARKANA,1181,,1181000.0,1181000.0,,1181000.0,1181000.0,,,,,,,,597000.0,754126
2023,Dezember,SUVs,RENAULT,AUSTRAL,1046,,1046000.0,1046000.0,,1046000.0,1046000.0,,,,,,,,408000.0,754127
2023,Dezember,SUVs,RENAULT,CAPTUR,1601,,1042000.0,1042000.0,,1005000.0,1005000.0,,37000.0,37000.0,,,,,1153000.0,754128
2023,Dezember,SUVs,RENAULT,KOLEOS,193,116000.0,,,,,,,,,,,116000.0,,177000.0,754129
2023,Dezember,SUVs,SEAT,ARONA,860,,,,,,,,,,,,,,387000.0,754130
2023,Dezember,SUVs,SEAT,ATECA,1458,260000.0,,,,,,,,,,,730000.0,,785000.0,754131
2023,Dezember,SUVs,SEAT,FORMENTOR,3169,170000.0,1934000.0,1934000.0,,,,,1934000.0,1934000.0,,,533000.0,,2121000.0,754132
2023,Dezember,SUVs,SEAT,TARRACO,579,176000.0,286000.0,286000.0,,,,,286000.0,286000.0,,,144000.0,,447000.0,754133
2023,Dezember,SUVs,SKODA,ENYAQ,3185,,,,,,,,,,,3185000.0,592000.0,,1012000.0,754134
2023,Dezember,SUVs,SKODA,KAMIQ,1371,,,,,,,,,,,,,,556000.0,754135
2023,Dezember,SUVs,SKODA,KAROQ,2083,734000.0,,,,,,,,,,,859000.0,,1249000.0,754136
2023,Dezember,SUVs,SMART,1,914,,,,,,,,,,,914000.0,198000.0,,130000.0,754137
2023,Dezember,SUVs,SMART,3,27,,,,,,,,,,,27000.0,20000.0,,25000.0,754138
2023,Dezember,SUVs,SSANGYONG,KORANDO,21,,,,,,,,,,,11000.0,3000.0,,8000.0,754139
2023,Dezember,SUVs,SSANGYONG,TIVOLI,38,,,,,,,,,,,,3000.0,,12000.0,754140
2023,Dezember,SUVs,SSANGYONG,TORRES,16,,,,,,,,,,,,4000.0,,7000.0,754141
2023,Dezember,SUVs,SUBARU,SOLTERRA,10,,,,,,,,,,,10000.0,10000.0,,2000.0,754142
2023,Dezember,SUVs,SUBARU,XV,45,,15000.0,15000.0,,15000.0,15000.0,,,,,,45000.0,,24000.0,754143
2023,Dezember,SUVs,SUZUKI,ACROSS,203,,203000.0,203000.0,,,,,203000.0,203000.0,,,203000.0,,190000.0,754144
2023,Dezember,SUVs,SUZUKI,SX4,429,,429000.0,429000.0,,429000.0,429000.0,,,,,,235000.0,,387000.0,754145
2023,Dezember,SUVs,SUZUKI,VITARA,434,,434000.0,434000.0,,434000.0,434000.0,,,,,,212000.0,,322000.0,754146
2023,Dezember,SUVs,TESLA,MODEL X,64,,,,,,,,,,,64000.0,64000.0,,33000.0,754147
2023,Dezember,SUVs,TESLA,MODEL Y,2721,,,,,,,,,,,2721000.0,2087000.0,,1016000.0,754148
2023,Dezember,SUVs,TOYOTA,BZ4,176,,,,,,,,,,,176000.0,17000.0,,49000.0,754149
2023,Dezember,SUVs,TOYOTA,C-HR,697,,697000.0,697000.0,,697000.0,697000.0,,,,,,212000.0,,584000.0,754150
2023,Dezember,SUVs,TOYOTA,HIGHLANDER,18,,18000.0,18000.0,,18000.0,18000.0,,,,,,18000.0,,12000.0,754151
2023,Dezember,SUVs,TOYOTA,RAV 4,311,,311000.0,311000.0,,296000.0,296000.0,,15000.0,15000.0,,,131000.0,,195000.0,754152
2023,Dezember,SUVs,VOLVO,C40,316,,,,,,,,,,,316000.0,60000.0,,233000.0,754153
2023,Dezember,SUVs,VOLVO,EX30,98,,,,,,,,,,,98000.0,30000.0,,88000.0,754154
2023,Dezember,SUVs,VW,"ID.4, ID.5",3456,,,,,,,,,,,3456000.0,533000.0,,2484000.0,754155
2023,Dezember,SUVs,VW,T-CROSS,2084,,,,,,,,,,,,,,1329000.0,754156
2023,Dezember,SUVs,VW,T-ROC,4850,743000.0,,,,,,,,,,,386000.0,446000.0,3046000.0,754157
2023,Dezember,SUVs,VW,TAIGO,1821,,,,,,,,,,,,,,1154000.0,754158
2023,Dezember,GELÄNDEWAGEN,ASTON MARTIN,DBX,17,,,,,,,,,,,,16000.0,,16000.0,754159
2023,Dezember,GELÄNDEWAGEN,AUDI,Q3,2178,820000.0,236000.0,236000.0,,,,,236000.0,236000.0,,,1028000.0,,1605000.0,754160
2023,Dezember,GELÄNDEWAGEN,AUDI,Q5,1289,,1289000.0,545000.0,744000.0,1092000.0,348000.0,744000.0,197000.0,197000.0,,,1242000.0,,922000.0,754161
2023,Dezember,GELÄNDEWAGEN,AUDI,Q7,324,3000.0,221000.0,33000.0,188000.0,217000.0,29000.0,188000.0,4000.0,4000.0,,,324000.0,,272000.0,754162
2023,Dezember,GELÄNDEWAGEN,AUDI,Q8,1919,1000.0,470000.0,203000.0,267000.0,461000.0,194000.0,267000.0,9000.0,9000.0,,1289000.0,1919000.0,,1600000.0,754163
2023,Dezember,GELÄNDEWAGEN,BENTLEY,BENTAYGA,11,,,,,,,,,,,,11000.0,,10000.0,754164
2023,Dezember,GELÄNDEWAGEN,BMW,X3,2512,3000.0,1756000.0,668000.0,1088000.0,1526000.0,438000.0,1088000.0,230000.0,230000.0,,704000.0,1808000.0,,1731000.0,754165
2023,Dezember,GELÄNDEWAGEN,BMW,X4,328,,298000.0,125000.0,173000.0,298000.0,125000.0,173000.0,,,,,328000.0,,236000.0,754166
2023,Dezember,GELÄNDEWAGEN,BMW,X5,1282,1000.0,1272000.0,547000.0,725000.0,877000.0,152000.0,725000.0,395000.0,395000.0,,,1282000.0,,1022000.0,754167
2023,Dezember,GELÄNDEWAGEN,BMW,X6,216,,210000.0,79000.0,131000.0,210000.0,79000.0,131000.0,,,,,216000.0,,155000.0,754168
2023,Dezember,GELÄNDEWAGEN,BMW,X7,322,,321000.0,99000.0,222000.0,321000.0,99000.0,222000.0,,,,,322000.0,,244000.0,754169
2023,Dezember,GELÄNDEWAGEN,CADILLAC,ESCALADE,8,,,,,,,,,,,,8000.0,,7000.0,754170
2023,Dezember,GELÄNDEWAGEN,HYUNDAI,SANTA FE,141,57000.0,84000.0,84000.0,,30000.0,30000.0,,54000.0,54000.0,,,118000.0,,128000.0,754171
2023,Dezember,GELÄNDEWAGEN,INEOS,GRENADIER,93,80000.0,,,,,,,,,,,93000.0,,40000.0,754172
2023,Dezember,GELÄNDEWAGEN,JAGUAR,E-PACE,39,,39000.0,26000.0,13000.0,21000.0,8000.0,13000.0,18000.0,18000.0,,,36000.0,,30000.0,754173
2023,Dezember,GELÄNDEWAGEN,JAGUAR,F-PACE,100,,81000.0,24000.0,57000.0,62000.0,5000.0,57000.0,19000.0,19000.0,,,100000.0,,62000.0,754174
2023,Dezember,GELÄNDEWAGEN,JEEP,COMPASS,416,,416000.0,416000.0,,362000.0,362000.0,,54000.0,54000.0,,,54000.0,,200000.0,754175
2023,Dezember,GELÄNDEWAGEN,JEEP,GRAND CHEROKEE,33,,33000.0,33000.0,,,,,33000.0,33000.0,,,33000.0,,27000.0,754176
2023,Dezember,GELÄNDEWAGEN,JEEP,RENEGADE,189,,188000.0,188000.0,,160000.0,160000.0,,28000.0,28000.0,,,28000.0,,159000.0,754177
2023,Dezember,GELÄNDEWAGEN,JEEP,WRANGLER,26,1000.0,12000.0,12000.0,,,,,12000.0,12000.0,,,26000.0,12000.0,14000.0,754178
2023,Dezember,GELÄNDEWAGEN,KIA,SORENTO,253,212000.0,41000.0,41000.0,,14000.0,14000.0,,27000.0,27000.0,,,250000.0,,207000.0,754179
2023,Dezember,GELÄNDEWAGEN,LAMBORGHINI,URUS,35,,,,,,,,,,,,34000.0,,24000.0,754180
2023,Dezember,GELÄNDEWAGEN,LAND ROVER,DEFENDER,342,,313000.0,20000.0,293000.0,303000.0,10000.0,293000.0,10000.0,10000.0,,,342000.0,,255000.0,754181
2023,Dezember,GELÄNDEWAGEN,LAND ROVER,DISCOVERY,31,,31000.0,,31000.0,31000.0,,31000.0,,,,,31000.0,,23000.0,754182
2023,Dezember,GELÄNDEWAGEN,LAND ROVER,DISCOVERY SPORT,65,1000.0,64000.0,26000.0,38000.0,45000.0,7000.0,38000.0,19000.0,19000.0,,,64000.0,,38000.0,754183
2023,Dezember,GELÄNDEWAGEN,LAND ROVER,RANGE ROVER,74,,56000.0,28000.0,28000.0,46000.0,18000.0,28000.0,10000.0,10000.0,,,74000.0,,58000.0,754184
2023,Dezember,GELÄNDEWAGEN,LAND ROVER,RANGE ROVER EVOQUE,110,,110000.0,45000.0,65000.0,93000.0,28000.0,65000.0,17000.0,17000.0,,,110000.0,,80000.0,754185
2023,Dezember,GELÄNDEWAGEN,LAND ROVER,RANGE ROVER SPORT,73,,73000.0,27000.0,46000.0,49000.0,3000.0,46000.0,24000.0,24000.0,,,73000.0,,58000.0,754186
2023,Dezember,GELÄNDEWAGEN,LAND ROVER,RANGE ROVER VELAR,159,,128000.0,42000.0,86000.0,108000.0,22000.0,86000.0,20000.0,20000.0,,,159000.0,,116000.0,754187
2023,Dezember,GELÄNDEWAGEN,MERCEDES,G-KLASSE,452,78000.0,4000.0,4000.0,,4000.0,4000.0,,,,,,452000.0,,337000.0,754188
2023,Dezember,GELÄNDEWAGEN,MERCEDES,"GL-KLASSE, GLS",160,21000.0,137000.0,67000.0,70000.0,137000.0,67000.0,70000.0,,,,,160000.0,,137000.0,754189
2023,Dezember,GELÄNDEWAGEN,MERCEDES,"ML-KLASSE, GLE",965,134000.0,830000.0,284000.0,546000.0,495000.0,179000.0,316000.0,335000.0,105000.0,230000.0,,964000.0,,800000.0,754190
2023,Dezember,GELÄNDEWAGEN,NISSAN,X-TRAIL,318,,318000.0,318000.0,,318000.0,318000.0,,,,,,133000.0,,134000.0,754191
2023,Dezember,GELÄNDEWAGEN,PORSCHE,CAYENNE,240,,24000.0,24000.0,,,,,24000.0,24000.0,,,240000.0,,151000.0,754192
2023,Dezember,GELÄNDEWAGEN,PORSCHE,MACAN,401,,,,,,,,,,,,401000.0,,221000.0,754193
2023,Dezember,GELÄNDEWAGEN,SKODA,KODIAQ,1891,1465000.0,,,,,,,,,,,1080000.0,,1532000.0,754194
2023,Dezember,GELÄNDEWAGEN,SSANGYONG,REXTON,43,43000.0,,,,,,,,,,,43000.0,,30000.0,754195
2023,Dezember,GELÄNDEWAGEN,SUBARU,FORESTER,75,,75000.0,75000.0,,75000.0,75000.0,,,,,,75000.0,,29000.0,754196
2023,Dezember,GELÄNDEWAGEN,TOYOTA,LANDCRUISER,44,43000.0,,,,,,,,,,,44000.0,,35000.0,754197
2023,Dezember,GELÄNDEWAGEN,VOLVO,XC40,1243,,593000.0,593000.0,,427000.0,427000.0,,166000.0,166000.0,,561000.0,165000.0,,861000.0,754198
2023,Dezember,GELÄNDEWAGEN,VOLVO,XC60,2510,,2510000.0,1217000.0,1293000.0,1956000.0,663000.0,1293000.0,554000.0,554000.0,,,1192000.0,,1856000.0,754199
2023,Dezember,GELÄNDEWAGEN,VOLVO,XC90,778,,778000.0,352000.0,426000.0,452000.0,26000.0,426000.0,326000.0,326000.0,,,778000.0,,654000.0,754200
2023,Dezember,GELÄNDEWAGEN,VW,TIGUAN,5387,2678000.0,57000.0,57000.0,,3000.0,3000.0,,54000.0,54000.0,,,2241000.0,,3824000.0,754201
2023,Dezember,GELÄNDEWAGEN,VW,TOUAREG,861,589000.0,238000.0,238000.0,,,,,238000.0,238000.0,,,861000.0,,786000.0,754202
2023,Dezember,SPORTWAGEN,ALPINE,A110,37,,,,,,,,,,,,,,5000.0,754203
2023,Dezember,SPORTWAGEN,ASTON MARTIN,V8,6,,,,,,,,,,,,,,5000.0,754204
2023,Dezember,SPORTWAGEN,AUDI,R8,29,,,,,,,,,,,,15000.0,15000.0,21000.0,754205
2023,Dezember,SPORTWAGEN,AUDI,TT,262,,,,,,,,,,,,183000.0,166000.0,224000.0,754206
2023,Dezember,SPORTWAGEN,BMW,Z4,91,,,,,,,,,,,,,91000.0,39000.0,754207
2023,Dezember,SPORTWAGEN,FERRARI,296,8,,8000.0,8000.0,,,,,8000.0,8000.0,,,,6000.0,6000.0,754208
2023,Dezember,SPORTWAGEN,FERRARI,ROMA,10,,,,,,,,,,,,,1000.0,5000.0,754209
2023,Dezember,SPORTWAGEN,FORD,MUSTANG,18,,,,,,,,,,,,,6000.0,9000.0,754210
2023,Dezember,SPORTWAGEN,JAGUAR,F-TYPE,7,,,,,,,,,,,,4000.0,3000.0,2000.0,754211
2023,Dezember,SPORTWAGEN,MERCEDES,AMG GT,28,,23000.0,23000.0,,16000.0,16000.0,,7000.0,7000.0,,,28000.0,,25000.0,754212
2023,Dezember,SPORTWAGEN,MERCEDES,E-KLASSE COUPE,38,8000.0,30000.0,30000.0,,30000.0,30000.0,,,,,,15000.0,21000.0,14000.0,754213
2023,Dezember,SPORTWAGEN,MERCEDES,SL,55,,24000.0,24000.0,,18000.0,18000.0,,6000.0,6000.0,,,37000.0,55000.0,41000.0,754214
2023,Dezember,SPORTWAGEN,PORSCHE,911,309,,7000.0,7000.0,,7000.0,7000.0,,,,,,172000.0,112000.0,155000.0,754215
2023,Dezember,SPORTWAGEN,PORSCHE,BOXSTER,49,,,,,,,,,,,,,49000.0,18000.0,754216
2023,Dezember,SPORTWAGEN,PORSCHE,CAYMAN,31,,,,,,,,,,,,,,18000.0,754217
2023,Dezember,SPORTWAGEN,SUBARU,BRZ,11,,,,,,,,,,,,,,4000.0,754218
2023,Dezember,SPORTWAGEN,TOYOTA,GR 86,182,,,,,,,,,,,,,,71000.0,754219
2023,Dezember,SPORTWAGEN,TOYOTA,SUPRA,8,,,,,,,,,,,,,,3000.0,754220
2023,Dezember,MINI-VANS,KIA,SOUL,34,,,,,,,,,,,34000.0,,,17000.0,754221
2023,Dezember,MINI-VANS,MERCEDES,B-KLASSE,673,172000.0,501000.0,501000.0,,394000.0,394000.0,,107000.0,107000.0,,,36000.0,,145000.0,754222
2023,Dezember,MINI-VANS,PEUGEOT,3008,866,157000.0,112000.0,112000.0,,88000.0,88000.0,,24000.0,24000.0,,,8000.0,,612000.0,754223
2023,Dezember,MINI-VANS,RENAULT,SCENIC,181,,,,,,,,,,,,,,174000.0,754224
2023,Dezember,GROSSRAUM-VANS,DACIA,JOGGER,1323,,424000.0,424000.0,,424000.0,424000.0,,,,,,,,329000.0,754225
2023,Dezember,GROSSRAUM-VANS,FORD,GALAXY,76,2000.0,74000.0,74000.0,,74000.0,74000.0,,,,,,,,68000.0,754226
2023,Dezember,GROSSRAUM-VANS,FORD,S-MAX,193,6000.0,187000.0,187000.0,,187000.0,187000.0,,,,,,2000.0,,173000.0,754227
2023,Dezember,GROSSRAUM-VANS,MERCEDES,V-KLASSE,1475,1408000.0,,,,,,,,,,67000.0,745000.0,,1118000.0,754228
2023,Dezember,GROSSRAUM-VANS,PEUGEOT,5008,445,167000.0,75000.0,75000.0,,75000.0,75000.0,,,,,,,,339000.0,754229
2023,Dezember,GROSSRAUM-VANS,RENAULT,ESPACE,120,20000.0,100000.0,100000.0,,100000.0,100000.0,,,,,,,,59000.0,754230
2023,Dezember,GROSSRAUM-VANS,VW,TOURAN,1285,849000.0,,,,,,,,,,,,,1089000.0,754231
2023,Dezember,UTILITIES,CITROEN,BERLINGO,60,1000.0,,,,,,,,,,55000.0,,,45000.0,754232
2023,Dezember,UTILITIES,CITROEN,JUMPER,8,8000.0,,,,,,,,,,,,,1000.0,754233
2023,Dezember,UTILITIES,CITROEN,JUMPY,29,18000.0,,,,,,,,,,11000.0,,,10000.0,754234
2023,Dezember,UTILITIES,FIAT,DOBLO,11,,,,,,,,,,,11000.0,,,9000.0,754235
2023,Dezember,UTILITIES,FIAT,DUCATO,26,26000.0,,,,,,,,,,,,,14000.0,754236
2023,Dezember,UTILITIES,FORD,TRANSIT CONNECT,195,146000.0,,,,,,,,,,,20000.0,,140000.0,754237
2023,Dezember,UTILITIES,FORD,TRANSIT CUSTOM,439,425000.0,13000.0,,13000.0,13000.0,,13000.0,,,,1000.0,,,385000.0,754238
2023,Dezember,UTILITIES,FORD,"TRANSIT, TOURNEO",200,193000.0,5000.0,,5000.0,5000.0,,5000.0,,,,2000.0,3000.0,,194000.0,754239
2023,Dezember,UTILITIES,HYUNDAI,STARIA,254,254000.0,,,,,,,,,,,131000.0,,192000.0,754240
2023,Dezember,UTILITIES,IVECO,DAILY,3,3000.0,,,,,,,,,,,,,1000.0,754241
2023,Dezember,UTILITIES,MAN,TGE,35,35000.0,,,,,,,,,,,2000.0,,32000.0,754242
2023,Dezember,UTILITIES,MERCEDES,CITAN,619,297000.0,,,,,,,,,,73000.0,,,456000.0,754243
2023,Dezember,UTILITIES,MERCEDES,SPRINTER,253,253000.0,,,,,,,,,,,15000.0,,234000.0,754244
2023,Dezember,UTILITIES,MERCEDES,VITO,881,823000.0,,,,,,,,,,58000.0,211000.0,,720000.0,754245
2023,Dezember,UTILITIES,NISSAN,PRIMASTAR,67,67000.0,,,,,,,,,,,,,37000.0,754246
2023,Dezember,UTILITIES,NISSAN,TOWNSTAR,216,,,,,,,,,,,4000.0,,,124000.0,754247
2023,Dezember,UTILITIES,OPEL,COMBO,186,9000.0,,,,,,,,,,172000.0,,,170000.0,754248
2023,Dezember,UTILITIES,OPEL,MOVANO,2,2000.0,,,,,,,,,,,,,2000.0,754249
2023,Dezember,UTILITIES,OPEL,VIVARO,1,1000.0,,,,,,,,,,,,,1000.0,754250
2023,Dezember,UTILITIES,OPEL,ZAFIRA LIFE,80,38000.0,,,,,,,,,,42000.0,,,79000.0,754251
2023,Dezember,UTILITIES,PEUGEOT,BOXER,4,3000.0,,,,,,,,,,,,,1000.0,754252
2023,Dezember,UTILITIES,PEUGEOT,EXPERT,10,5000.0,,,,,,,,,,5000.0,,,5000.0,754253
2023,Dezember,UTILITIES,PEUGEOT,RIFTER,20,2000.0,,,,,,,,,,10000.0,,,10000.0,754254
2023,Dezember,UTILITIES,RENAULT,KANGOO,433,81000.0,,,,,,,,,,35000.0,,,245000.0,754255
2023,Dezember,UTILITIES,RENAULT,MASTER,21,21000.0,,,,,,,,,,,,,20000.0,754256
2023,Dezember,UTILITIES,RENAULT,TRAFIC,374,374000.0,,,,,,,,,,,,,325000.0,754257
2023,Dezember,UTILITIES,TOYOTA,PROACE,333,300000.0,,,,,,,,,,9000.0,,,274000.0,754258
2023,Dezember,UTILITIES,VW,CADDY,1221,772000.0,1000.0,1000.0,,,,,1000.0,1000.0,,,54000.0,,981000.0,754259
2023,Dezember,UTILITIES,VW,CRAFTER,67,67000.0,,,,,,,,,,,3000.0,,65000.0,754260
2023,Dezember,UTILITIES,VW,ID. BUZZ,296,,,,,,,,,,,296000.0,3000.0,,235000.0,754261
2023,Dezember,UTILITIES,VW,TRANSPORTER,1695,1309000.0,208000.0,208000.0,,,,,208000.0,208000.0,,,376000.0,,1313000.0,754262
2023,Dezember,WOHNMOBILE,CITROEN,JUMPER,379,378000.0,,,,,,,,,,,6000.0,,118000.0,754263
2023,Dezember,WOHNMOBILE,CITROEN,JUMPY,17,14000.0,,,,,,,,,,3000.0,,,4000.0,754264
2023,Dezember,WOHNMOBILE,FIAT,DUCATO,1015,1014000.0,,,,,,,,,,,6000.0,,346000.0,754265
2023,Dezember,WOHNMOBILE,FORD,TRANSIT CUSTOM,182,182000.0,,,,,,,,,,,4000.0,,106000.0,754266
2023,Dezember,WOHNMOBILE,FORD,"TRANSIT, TOURNEO",210,208000.0,,,,,,,,,,,18000.0,,45000.0,754267
2023,Dezember,WOHNMOBILE,IVECO,DAILY,40,40000.0,,,,,,,,,,,2000.0,,13000.0,754268
2023,Dezember,WOHNMOBILE,MAN,TGE,34,34000.0,,,,,,,,,,,5000.0,,6000.0,754269
2023,Dezember,WOHNMOBILE,MERCEDES,SPRINTER,223,222000.0,,,,,,,,,,,61000.0,,54000.0,754270
2023,Dezember,WOHNMOBILE,MERCEDES,V-KLASSE,58,58000.0,,,,,,,,,,,37000.0,,30000.0,754271
2023,Dezember,WOHNMOBILE,MERCEDES,VITO,21,21000.0,,,,,,,,,,,7000.0,,7000.0,754272
2023,Dezember,WOHNMOBILE,OPEL,COMBO,4,3000.0,,,,,,,,,,,,,,754273
2023,Dezember,WOHNMOBILE,OPEL,MOVANO,23,23000.0,,,,,,,,,,,,,4000.0,754274
2023,Dezember,WOHNMOBILE,OPEL,VIVARO,8,8000.0,,,,,,,,,,,1000.0,,1000.0,754275
2023,Dezember,WOHNMOBILE,OPEL,ZAFIRA LIFE,5,5000.0,,,,,,,,,,,,,1000.0,754276
2023,Dezember,WOHNMOBILE,PEUGEOT,BOXER,113,110000.0,,,,,,,,,,,2000.0,,24000.0,754277
2023,Dezember,WOHNMOBILE,PEUGEOT,EXPERT,2,2000.0,,,,,,,,,,,,,,754278
2023,Dezember,WOHNMOBILE,PEUGEOT,RIFTER,1,1000.0,,,,,,,,,,,,,,754279
2023,Dezember,WOHNMOBILE,RENAULT,MASTER,2,1000.0,,,,,,,,,,,,,1000.0,754280
2023,Dezember,WOHNMOBILE,RENAULT,TRAFIC,15,15000.0,,,,,,,,,,,,,5000.0,754281
2023,Dezember,WOHNMOBILE,TOYOTA,PROACE,3,3000.0,,,,,,,,,,,,,,754282
2023,Dezember,WOHNMOBILE,VW,CADDY,11,4000.0,,,,,,,,,,,,,6000.0,754283
2023,Dezember,WOHNMOBILE,VW,CRAFTER,217,216000.0,,,,,,,,,,,53000.0,,169000.0,754284
2023,Dezember,WOHNMOBILE,VW,TRANSPORTER,769,757000.0,8000.0,8000.0,,,,,8000.0,8000.0,,,241000.0,,456000.0,754285
2023,Dezember,SONSTIGE,AUDI,SONSTIGE,80,11000.0,20000.0,20000.0,,,,,20000.0,20000.0,,38000.0,58000.0,,80000.0,754286
2023,Dezember,SONSTIGE,BMW,SONSTIGE,70,7000.0,15000.0,10000.0,5000.0,6000.0,1000.0,5000.0,9000.0,9000.0,,,64000.0,,53000.0,754287
2023,Dezember,SONSTIGE,BYD,SONSTIGE,74,,,,,,,,,,,74000.0,44000.0,,20000.0,754288
2023,Dezember,SONSTIGE,FERRARI,SONSTIGE,8,,,,,,,,,,,,,6000.0,4000.0,754289
2023,Dezember,SONSTIGE,FORD,SONSTIGE,36,5000.0,,,,,,,,,,26000.0,16000.0,,31000.0,754290
2023,Dezember,SONSTIGE,LAMBORGHINI,SONSTIGE,15,,2000.0,2000.0,,,,,2000.0,2000.0,,,4000.0,,13000.0,754291
2023,Dezember,SONSTIGE,LOTUS,SONSTIGE,6,,,,,,,,,,,6000.0,6000.0,,6000.0,754292
2023,Dezember,SONSTIGE,MAXUS,SONSTIGE,15,,,,,,,,,,,15000.0,,,14000.0,754293
2023,Dezember,SONSTIGE,NISSAN,SONSTIGE,11,10000.0,,,,,,,,,,,,,7000.0,754294
