DATE,MARKE,MODELL,MODELLREIHE,INSGESAMT,MIT DIESELANTRIEB,MIT HYBRIDANTRIEB,MIT ELEKTROANTRIEB,MIT ALLRADANTRIEB,CABRIOLETS
202204,MERCEDES,"GL-KLASSE, GLS","MERCEDES GL-KLASSE, GLS",155.0,93.0,62.0,,155.0,
202204,MERCEDES,GLA,MERCEDES GLA,1117.0,96.0,237.0,315.0,232.0,
202204,MERCEDES,GLB,MERCEDES GLB,1308.0,366.0,,612.0,867.0,
202204,MERCEDES,"GLK, GLC","MERCEDES GLK, GLC",1544.0,555.0,760.0,116.0,1544.0,
202204,MERCEDES,"ML-KLASSE, GLE","MERCEDES ML-KLASSE, GLE",1103.0,282.0,821.0,,1103.0,
202204,MERCEDES,S-KLASSE,MERCEDES S-KLASSE,601.0,127.0,210.0,253.0,370.0,
202204,MERCEDES,SL,MERCEDES SL,31.0,,,,31.0,31.0
202204,MERCEDES,SPRINTER,MERCEDES SPRINTER,467.0,467.0,,,52.0,
202204,MERCEDES,V-KLASSE,MERCEDES V-KLASSE,1432.0,1307.0,,125.0,620.0,
202204,MERCEDES,VITO,MERCEDES VITO,654.0,601.0,,53.0,158.0,
202204,MERCEDES,SONSTIGE,MERCEDES SONSTIGE,5.0,,,,,
202204,MG ROEWE,5,MG ROEWE 5,48.0,,,48.0,,
202204,MG ROEWE,MARVEL,MG ROEWE MARVEL,79.0,,,79.0,18.0,
202204,MG ROEWE,RX6,MG ROEWE RX6,557.0,,557.0,,,
202204,MG ROEWE,ZS,MG ROEWE ZS,381.0,,,381.0,,
202204,MINI,MINI,MINI MINI,2148.0,89.0,121.0,381.0,282.0,512.0
202204,MITSUBISHI,ECLIPSE CROSS,MITSUBISHI ECLIPSE CROSS,2036.0,,2036.0,,2036.0,
202204,MITSUBISHI,"MIRAGE, SPACE STAR","MITSUBISHI MIRAGE, SPACE STAR",1556.0,,,,,
202204,MITSUBISHI,SONSTIGE,MITSUBISHI SONSTIGE,,,,,,
202204,MORGAN,,MORGAN,12.0,,,,,12.0
202204,NISSAN,JUKE,NISSAN JUKE,281.0,,,,,
202204,NISSAN,LEAF,NISSAN LEAF,274.0,,,274.0,,
202204,NISSAN,MICRA,NISSAN MICRA,305.0,,,,,
202204,NISSAN,NV200,NISSAN NV200,4.0,,,4.0,,
202204,NISSAN,NV300,NISSAN NV300,6.0,6.0,,,,
202204,NISSAN,PRIMASTAR,NISSAN PRIMASTAR,78.0,78.0,,,,
202204,NISSAN,QASHQAI,NISSAN QASHQAI,1131.0,,1131.0,,114.0,
202204,NISSAN,TOWNSTAR,NISSAN TOWNSTAR,208.0,,,,,
202204,NISSAN,X-TRAIL,NISSAN X-TRAIL,8.0,,,,,
202204,NISSAN,SONSTIGE,NISSAN SONSTIGE,1.0,,,1.0,,
202204,OPEL,ASTRA,OPEL ASTRA,1868.0,328.0,348.0,,,
202204,OPEL,COMBO,OPEL COMBO,150.0,98.0,,25.0,,
202204,OPEL,CORSA,OPEL CORSA,3115.0,95.0,,859.0,,
202204,OPEL,CROSSLAND X,OPEL CROSSLAND X,1319.0,103.0,,,,
202204,OPEL,GRANDLAND X,OPEL GRANDLAND X,402.0,58.0,114.0,,56.0,
202204,OPEL,INSIGNIA,OPEL INSIGNIA,719.0,535.0,,,96.0,
202204,OPEL,MOKKA,OPEL MOKKA,1451.0,52.0,,164.0,,
202204,OPEL,ZAFIRA LIFE,OPEL ZAFIRA LIFE,536.0,487.0,,49.0,,
202204,OPEL,SONSTIGE,OPEL SONSTIGE,,,,,,
202204,PEUGEOT,108,PEUGEOT 108,11.0,,,,,
202204,PEUGEOT,208,PEUGEOT 208,1117.0,37.0,,672.0,,
202204,PEUGEOT,308,PEUGEOT 308,313.0,85.0,65.0,,,
202204,PEUGEOT,508,PEUGEOT 508,167.0,76.0,82.0,,9.0,
202204,PEUGEOT,2008,PEUGEOT 2008,386.0,22.0,,191.0,,
202204,PEUGEOT,3008,PEUGEOT 3008,513.0,98.0,306.0,,56.0,
202204,PEUGEOT,5008,PEUGEOT 5008,186.0,104.0,,,,
202204,PEUGEOT,BOXER,PEUGEOT BOXER,105.0,105.0,,,8.0,
202204,PEUGEOT,EXPERT,PEUGEOT EXPERT,80.0,71.0,,9.0,,
202204,PEUGEOT,RIFTER,PEUGEOT RIFTER,136.0,36.0,,43.0,,
202204,POLESTAR,1,POLESTAR 1,2.0,,2.0,,2.0,
202204,POLESTAR,2,POLESTAR 2,465.0,,,465.0,218.0,
202204,PORSCHE,911,PORSCHE 911,1002.0,,,,484.0,492.0
202204,PORSCHE,BOXSTER,PORSCHE BOXSTER,103.0,,,,,103.0
202204,PORSCHE,CAYENNE,PORSCHE CAYENNE,185.0,,58.0,,185.0,
202204,PORSCHE,CAYMAN,PORSCHE CAYMAN,68.0,,,,,
202204,PORSCHE,MACAN,PORSCHE MACAN,314.0,,,,314.0,
202204,PORSCHE,PANAMERA,PORSCHE PANAMERA,115.0,,71.0,,114.0,
202204,PORSCHE,TAYCAN,PORSCHE TAYCAN,263.0,,,263.0,199.0,
202204,PORSCHE,SONSTIGE,PORSCHE SONSTIGE,43.0,,14.0,9.0,36.0,
202204,RENAULT,ARKANA,RENAULT ARKANA,534.0,,534.0,,,
202204,RENAULT,CAPTUR,RENAULT CAPTUR,884.0,,752.0,,,
202204,RENAULT,CLIO,RENAULT CLIO,777.0,,19.0,,,
202204,RENAULT,ESPACE,RENAULT ESPACE,35.0,35.0,,,,
202204,RENAULT,KADJAR,RENAULT KADJAR,207.0,23.0,,,,
202204,RENAULT,KANGOO,RENAULT KANGOO,325.0,31.0,,,,
202204,RENAULT,KOLEOS,RENAULT KOLEOS,142.0,105.0,,,61.0,
202204,RENAULT,MASTER,RENAULT MASTER,30.0,29.0,,,,
202204,RENAULT,MEGANE,RENAULT MEGANE,212.0,51.0,76.0,9.0,,
202204,RENAULT,SCENIC,RENAULT SCENIC,196.0,,,,,
202204,RENAULT,TALISMAN,RENAULT TALISMAN,138.0,70.0,,,,
202204,RENAULT,TRAFIC,RENAULT TRAFIC,313.0,313.0,,,,
202204,RENAULT,TWINGO,RENAULT TWINGO,852.0,,,460.0,,
202204,RENAULT,ZOE,RENAULT ZOE,742.0,,,742.0,,
202204,ROLLS ROYCE,CULLINAN,ROLLS ROYCE CULLINAN,2.0,,,,2.0,
202204,ROLLS ROYCE,SONSTIGE,ROLLS ROYCE SONSTIGE,11.0,,,,8.0,
202204,SEAT,ALHAMBRA,SEAT ALHAMBRA,169.0,,,,,
202204,SEAT,ARONA,SEAT ARONA,685.0,,,,,
202204,SEAT,ATECA,SEAT ATECA,1083.0,200.0,,,567.0,
202204,SEAT,BORN,SEAT BORN,246.0,,,246.0,,
202204,SEAT,FORMENTOR,SEAT FORMENTOR,2028.0,241.0,782.0,,839.0,
202204,SEAT,IBIZA,SEAT IBIZA,431.0,,,,,
202204,SEAT,LEON,SEAT LEON,1820.0,429.0,742.0,,220.0,
202204,SEAT,MII,SEAT MII,2.0,,,2.0,,
202204,SEAT,TARRACO,SEAT TARRACO,209.0,131.0,6.0,,85.0,
202204,SEAT,SONSTIGE,SEAT SONSTIGE,1.0,,,,,
202204,SKODA,ENYAQ,SKODA ENYAQ,1030.0,,,1030.0,271.0,
202204,SKODA,FABIA,SKODA FABIA,2146.0,,,,,
202204,SKODA,KAMIQ,SKODA KAMIQ,955.0,,,,,
202204,SKODA,KAROQ,SKODA KAROQ,1268.0,376.0,,,388.0,
202204,SKODA,KODIAQ,SKODA KODIAQ,1398.0,905.0,,,974.0,
202204,SKODA,OCTAVIA,SKODA OCTAVIA,638.0,313.0,229.0,,52.0,
202204,SKODA,SCALA,SKODA SCALA,579.0,,,,,
202204,SKODA,SUPERB,SKODA SUPERB,1030.0,620.0,277.0,,104.0,
202204,SKODA,SONSTIGE,SKODA SONSTIGE,3.0,,,,,
202204,SMART,FORFOUR,SMART FORFOUR,369.0,,,369.0,,
202204,SMART,FORTWO,SMART FORTWO,947.0,,,947.0,,244.0
202204,SSANGYONG,KORANDO,SSANGYONG KORANDO,48.0,6.0,,17.0,7.0,
202204,SSANGYONG,REXTON,SSANGYONG REXTON,31.0,31.0,,,31.0,
202204,SSANGYONG,TIVOLI,SSANGYONG TIVOLI,49.0,,,,,
202204,SUBARU,FORESTER,SUBARU FORESTER,140.0,,140.0,,140.0,
202204,SUBARU,IMPREZA,SUBARU IMPREZA,7.0,,3.0,,7.0,
202204,SUBARU,OUTBACK,SUBARU OUTBACK,81.0,,,,81.0,
202204,SUBARU,XV,SUBARU XV,97.0,,20.0,,97.0,
202204,SUBARU,SONSTIGE,SUBARU SONSTIGE,,,,,,
202204,SUZUKI,ACROSS,SUZUKI ACROSS,12.0,,12.0,,12.0,
202204,SUZUKI,IGNIS,SUZUKI IGNIS,219.0,,219.0,,92.0,
202204,SUZUKI,JIMNY,SUZUKI JIMNY,,,,,,
202204,SUZUKI,SWACE,SUZUKI SWACE,31.0,,31.0,,,
202204,SUZUKI,SWIFT,SUZUKI SWIFT,182.0,,182.0,,35.0,
202204,SUZUKI,SX4,SUZUKI SX4,116.0,,116.0,,70.0,
202204,SUZUKI,VITARA,SUZUKI VITARA,271.0,,271.0,,81.0,
202204,TESLA,MODEL 3,TESLA MODEL 3,373.0,,,373.0,195.0,
202204,TESLA,MODEL Y,TESLA MODEL Y,277.0,,,277.0,277.0,
202204,TOYOTA,AYGO,TOYOTA AYGO,747.0,,,,,
202204,TOYOTA,C-HR,TOYOTA C-HR,904.0,,903.0,,,
202204,TOYOTA,CAMRY,TOYOTA CAMRY,16.0,,16.0,,,
202204,TOYOTA,COROLLA,TOYOTA COROLLA,1194.0,,1168.0,,,
202204,TOYOTA,HIGHLANDER,TOYOTA HIGHLANDER,34.0,,34.0,,34.0,
202204,TOYOTA,LANDCRUISER,TOYOTA LANDCRUISER,52.0,51.0,,,52.0,
202204,TOYOTA,MIRAI,TOYOTA MIRAI,31.0,,,,,
202204,TOYOTA,PRIUS,TOYOTA PRIUS,16.0,,16.0,,,
202204,TOYOTA,PROACE,TOYOTA PROACE,555.0,389.0,,10.0,,
202204,TOYOTA,RAV 4,TOYOTA RAV 4,588.0,,586.0,,465.0,
202204,TOYOTA,SUPRA,TOYOTA SUPRA,34.0,,,,,
202204,TOYOTA,YARIS,TOYOTA YARIS,2277.0,,1977.0,,188.0,
202204,TOYOTA,SONSTIGE,TOYOTA SONSTIGE,,,,,,
202204,VOLVO,60,VOLVO 60,376.0,,376.0,,295.0,
202204,VOLVO,90,VOLVO 90,89.0,,87.0,,76.0,
202204,VOLVO,C40,VOLVO C40,8.0,,,8.0,8.0,
202204,VOLVO,XC40,VOLVO XC40,633.0,,395.0,94.0,22.0,
202204,VOLVO,XC60,VOLVO XC60,937.0,,937.0,,478.0,
202204,VOLVO,XC90,VOLVO XC90,490.0,,490.0,,490.0,
202204,VOLVO,SONSTIGE,VOLVO SONSTIGE,1.0,,,,,
202204,VW,ARTEON,VW ARTEON,818.0,396.0,73.0,,309.0,
202204,VW,CADDY,VW CADDY,1083.0,754.0,1.0,,61.0,
202204,VW,CRAFTER,VW CRAFTER,191.0,191.0,,,23.0,
202204,VW,GOLF,VW GOLF,4372.0,1170.0,1079.0,,276.0,
202204,VW,ID.3,VW ID.3,462.0,,,462.0,,
202204,VW,"ID.4, ID.5","VW ID.4, ID.5",814.0,,,814.0,136.0,
202204,VW,PASSAT,VW PASSAT,3977.0,3287.0,280.0,,435.0,
202204,VW,POLO,VW POLO,2546.0,,,,,
202204,VW,SHARAN,VW SHARAN,177.0,,,,,
202204,VW,T-CROSS,VW T-CROSS,2573.0,,,,,
202204,VW,T-ROC,VW T-ROC,3862.0,475.0,,,270.0,828.0
202204,VW,TAIGO,VW TAIGO,1691.0,,,,,
202204,VW,TIGUAN,VW TIGUAN,2180.0,1340.0,163.0,,1211.0,
202204,VW,TOUAREG,VW TOUAREG,203.0,148.0,49.0,,203.0,
202204,VW,TOURAN,VW TOURAN,305.0,180.0,,,,
202204,VW,TRANSPORTER,VW TRANSPORTER,2762.0,2248.0,261.0,9.0,737.0,
202204,VW,UP,VW UP,1784.0,,,493.0,,
202204,VW,SONSTIGE,VW SONSTIGE,73.0,17.0,2.0,23.0,33.0,
202204,SONSTIGE,SONSTIGE,SONSTIGE SONSTIGE,1195.0,242.0,361.0,226.0,575.0,64.0
202203,ALFA ROMEO,GIULIA,ALFA ROMEO GIULIA,86.0,4.0,,,48.0,
202203,ALFA ROMEO,STELVIO,ALFA ROMEO STELVIO,127.0,24.0,,,127.0,
202203,ALFA ROMEO,SONSTIGE,ALFA ROMEO SONSTIGE,,,,,,
202203,ALPINE,A110,ALPINE A110,33.0,,,,,
202203,ASTON MARTIN,DB11,ASTON MARTIN DB11,9.0,,,,,5.0
202203,ASTON MARTIN,DBX,ASTON MARTIN DBX,9.0,,,,8.0,
202203,ASTON MARTIN,V8,ASTON MARTIN V8,12.0,,,,,3.0
202203,ASTON MARTIN,SONSTIGE,ASTON MARTIN SONSTIGE,,,,,,
202203,AUDI,"A1, S1","AUDI A1, S1",1036.0,,,,,
202203,AUDI,"A3, S3, RS3","AUDI A3, S3, RS3",3858.0,1017.0,1758.0,,929.0,
202203,AUDI,"A4, S4, RS4","AUDI A4, S4, RS4",3313.0,,3259.0,,1156.0,
202203,AUDI,"A5, S5, RS5","AUDI A5, S5, RS5",1236.0,,1062.0,,782.0,351.0
202203,AUDI,"A6, S6, RS6","AUDI A6, S6, RS6",2716.0,11.0,2699.0,,2046.0,
202203,AUDI,"A7, S7, RS7","AUDI A7, S7, RS7",264.0,,263.0,,253.0,
202203,AUDI,"A8, S8","AUDI A8, S8",289.0,,286.0,,289.0,
202203,AUDI,E-TRON,AUDI E-TRON,1113.0,,,1113.0,1113.0,
202203,AUDI,E-TRON GT,AUDI E-TRON GT,211.0,,,211.0,211.0,
202203,AUDI,Q2,AUDI Q2,1475.0,321.0,,,262.0,
202203,AUDI,Q3,AUDI Q3,2355.0,758.0,1081.0,,853.0,
202203,AUDI,Q4,AUDI Q4,790.0,,,790.0,270.0,
202203,AUDI,Q5,AUDI Q5,1936.0,,1935.0,,1886.0,
202203,AUDI,Q7,AUDI Q7,389.0,,345.0,,389.0,
202203,AUDI,Q8,AUDI Q8,348.0,,280.0,,348.0,
202203,AUDI,R8,AUDI R8,39.0,,,,25.0,26.0
202203,AUDI,TT,AUDI TT,271.0,,,,160.0,135.0
202203,AUDI,SONSTIGE,AUDI SONSTIGE,113.0,8.0,7.0,61.0,100.0,
202203,BENTLEY,BENTAYGA,BENTLEY BENTAYGA,25.0,,4.0,,24.0,
202203,BENTLEY,CONTINENTAL,BENTLEY CONTINENTAL,51.0,,,,45.0,21.0
202203,BENTLEY,SONSTIGE,BENTLEY SONSTIGE,1.0,,,,,
202203,BMW,1ER,BMW 1ER,1255.0,300.0,,,180.0,
202203,BMW,2ER,BMW 2ER,1140.0,250.0,241.0,,193.0,35.0
202203,BMW,3ER,BMW 3ER,3371.0,47.0,2745.0,,1131.0,
202203,BMW,4ER,BMW 4ER,1557.0,,610.0,297.0,755.0,436.0
202203,BMW,5ER,BMW 5ER,2139.0,,2037.0,,1254.0,
202203,BMW,6ER,BMW 6ER,52.0,,52.0,,38.0,
202203,BMW,7ER,BMW 7ER,354.0,,323.0,,216.0,
202203,BMW,8ER,BMW 8ER,160.0,,35.0,,147.0,53.0
202203,BMW,I3,BMW I3,1795.0,,,1794.0,,
202203,BMW,IX,BMW IX,289.0,,,289.0,289.0,
202203,BMW,X1,BMW X1,2084.0,637.0,758.0,,1274.0,
202203,BMW,X2,BMW X2,527.0,195.0,87.0,,303.0,
202203,BMW,X3,BMW X3,1993.0,,1538.0,337.0,1656.0,
202203,BMW,X4,BMW X4,365.0,,320.0,,365.0,
202203,BMW,X5,BMW X5,1704.0,20.0,1577.0,,1704.0,
202203,BMW,X6,BMW X6,286.0,,222.0,,286.0,
202203,BMW,X7,BMW X7,156.0,,128.0,,156.0,
202203,BMW,Z4,BMW Z4,466.0,,,,,466.0
202203,BMW,SONSTIGE,BMW SONSTIGE,111.0,24.0,19.0,,95.0,
202203,CADILLAC,ESCALADE,CADILLAC ESCALADE,4.0,,,,4.0,
202203,CADILLAC,XT4,CADILLAC XT4,11.0,,,,9.0,
202203,CITROEN,BERLINGO,CITROEN BERLINGO,181.0,34.0,,103.0,,
202203,CITROEN,C1,CITROEN C1,73.0,,,,,
202203,CITROEN,C3,CITROEN C3,539.0,97.0,,,,
202203,CITROEN,C4,CITROEN C4,770.0,64.0,,408.0,,
202203,CITROEN,C5,CITROEN C5,198.0,10.0,138.0,,,
202203,CITROEN,JUMPER,CITROEN JUMPER,1792.0,1781.0,,,81.0,
202203,CITROEN,JUMPY,CITROEN JUMPY,279.0,268.0,,11.0,,
202203,DACIA,DUSTER,DACIA DUSTER,1392.0,105.0,,,201.0,
202203,DACIA,JOGGER,DACIA JOGGER,652.0,,,,,
202203,DACIA,LODGY,DACIA LODGY,331.0,157.0,,,,
202203,DACIA,SANDERO,DACIA SANDERO,1768.0,,,,,
202203,DACIA,SPRING,DACIA SPRING,386.0,,,386.0,,
202203,DACIA,SONSTIGE,DACIA SONSTIGE,1.0,,,,,
202203,DS,DS3,DS DS3,39.0,,,20.0,,
202203,DS,DS4,DS DS4,37.0,,28.0,,,
202203,DS,DS7 CROSSBACK,DS DS7 CROSSBACK,81.0,7.0,44.0,,34.0,
202203,DS,DS9,DS DS9,10.0,,10.0,,,
202203,FERRARI,F8,FERRARI F8,77.0,,,,,58.0
202203,FERRARI,PORTOFINO,FERRARI PORTOFINO,7.0,,,,,7.0
202203,FERRARI,ROMA,FERRARI ROMA,47.0,,,,,
202203,FERRARI,SF90,FERRARI SF90,27.0,,27.0,,27.0,11.0
202203,FERRARI,SONSTIGE,FERRARI SONSTIGE,50.0,,,,,46.0
202203,FIAT,500,FIAT 500,4318.0,38.0,1793.0,1991.0,,
202203,FIAT,DUCATO,FIAT DUCATO,3367.0,3362.0,,,45.0,
202203,FIAT,PANDA,FIAT PANDA,309.0,,291.0,,2.0,
202203,FIAT,TIPO,FIAT TIPO,61.0,17.0,,,,
202203,FIAT,SONSTIGE,FIAT SONSTIGE,,,,,,
202203,FORD,ECOSPORT,FORD ECOSPORT,805.0,,,,,
202203,FORD,EXPLORER,FORD EXPLORER,15.0,,15.0,,15.0,
202203,FORD,FIESTA,FORD FIESTA,1801.0,,826.0,,,
202203,FORD,FOCUS,FORD FOCUS,1895.0,588.0,447.0,,,
202203,FORD,GALAXY,FORD GALAXY,75.0,17.0,58.0,,,
202203,FORD,KUGA,FORD KUGA,2604.0,179.0,2066.0,,95.0,
202203,FORD,MONDEO,FORD MONDEO,559.0,493.0,66.0,,44.0,
202203,FORD,MUSTANG,FORD MUSTANG,159.0,,,,,46.0
202203,FORD,MUSTANG MACH-E,FORD MUSTANG MACH-E,423.0,,,423.0,253.0,
202203,FORD,PUMA,FORD PUMA,1792.0,166.0,1478.0,,,
202203,FORD,S-MAX,FORD S-MAX,195.0,80.0,114.0,,10.0,
202203,FORD,TRANSIT CONNECT,FORD TRANSIT CONNECT,528.0,528.0,,,,
202203,FORD,"TRANSIT, TOURNEO","FORD TRANSIT, TOURNEO",2071.0,1913.0,151.0,,32.0,
202203,FORD,SONSTIGE,FORD SONSTIGE,20.0,18.0,,,,
202203,HONDA,CIVIC,HONDA CIVIC,128.0,,,,,
202203,HONDA,CR-V,HONDA CR-V,132.0,,132.0,,70.0,
202203,HONDA,E,HONDA E,53.0,,,53.0,,
202203,HONDA,HR-V,HONDA HR-V,263.0,,262.0,,,
202203,HONDA,JAZZ,HONDA JAZZ,276.0,,276.0,,,
202203,HYUNDAI,BAYON,HYUNDAI BAYON,336.0,,209.0,,,
202203,HYUNDAI,I 10,HYUNDAI I 10,1457.0,,,,,
202203,HYUNDAI,I 20,HYUNDAI I 20,759.0,,233.0,,,
202203,HYUNDAI,I 30,HYUNDAI I 30,1313.0,56.0,606.0,,,
202203,HYUNDAI,IONIQ,HYUNDAI IONIQ,571.0,,262.0,309.0,,
202203,HYUNDAI,IONIQ5,HYUNDAI IONIQ5,723.0,,,723.0,215.0,
202203,HYUNDAI,KONA,HYUNDAI KONA,2634.0,,444.0,1588.0,17.0,
202203,HYUNDAI,SANTA FE,HYUNDAI SANTA FE,175.0,27.0,148.0,,166.0,
202203,HYUNDAI,TUCSON,HYUNDAI TUCSON,1498.0,,1308.0,,851.0,
202203,HYUNDAI,SONSTIGE,HYUNDAI SONSTIGE,63.0,28.0,,3.0,36.0,
202203,IVECO,DAILY,IVECO DAILY,95.0,95.0,,,,
202203,IVECO,SONSTIGE,IVECO SONSTIGE,8.0,,,,,
202203,JAGUAR,E-PACE,JAGUAR E-PACE,63.0,,62.0,,58.0,
202203,JAGUAR,F-PACE,JAGUAR F-PACE,115.0,,76.0,,115.0,
202203,JAGUAR,F-TYPE,JAGUAR F-TYPE,69.0,,,,21.0,37.0
202203,JAGUAR,I-PACE,JAGUAR I-PACE,32.0,,,32.0,32.0,
202203,JAGUAR,XE,JAGUAR XE,47.0,,16.0,,22.0,
202203,JAGUAR,XF,JAGUAR XF,27.0,,14.0,,19.0,
202203,JEEP,COMPASS,JEEP COMPASS,693.0,4.0,437.0,,296.0,
202203,JEEP,RENEGADE,JEEP RENEGADE,548.0,,234.0,,82.0,
202203,JEEP,WRANGLER,JEEP WRANGLER,151.0,,95.0,,151.0,15.0
202203,KIA,CEED,KIA CEED,2528.0,,787.0,,,
202203,KIA,EV6,KIA EV6,393.0,,,393.0,239.0,
202203,KIA,NIRO,KIA NIRO,762.0,,229.0,533.0,,
202203,KIA,PICANTO,KIA PICANTO,705.0,,,,,
202203,KIA,RIO,KIA RIO,315.0,,31.0,,,
202203,KIA,SORENTO,KIA SORENTO,236.0,65.0,171.0,,230.0,
202203,KIA,SOUL,KIA SOUL,145.0,,,145.0,,
202203,KIA,SPORTAGE,KIA SPORTAGE,1267.0,,883.0,,417.0,
202203,KIA,STINGER,KIA STINGER,22.0,,,,22.0,
202203,KIA,STONIC,KIA STONIC,464.0,,94.0,,,
202203,KIA,SONSTIGE,KIA SONSTIGE,1.0,,,,,
202203,LADA,NIVA,LADA NIVA,171.0,,,,170.0,
202203,LADA,SONSTIGE,LADA SONSTIGE,12.0,,,,12.0,
202203,LAMBORGHINI,URUS,LAMBORGHINI URUS,51.0,,,,47.0,
202203,LAMBORGHINI,SONSTIGE,LAMBORGHINI SONSTIGE,48.0,,,,23.0,10.0
202203,LAND ROVER,DEFENDER,LAND ROVER DEFENDER,277.0,,207.0,,277.0,
202203,LAND ROVER,DISCOVERY,LAND ROVER DISCOVERY,18.0,,18.0,,18.0,
202203,LAND ROVER,DISCOVERY SPORT,LAND ROVER DISCOVERY SPORT,98.0,11.0,87.0,,87.0,
202203,LAND ROVER,RANGE ROVER,LAND ROVER RANGE ROVER,36.0,,26.0,,36.0,
202203,LAND ROVER,RANGE ROVER EVOQUE,LAND ROVER RANGE ROVER EVOQUE,189.0,4.0,185.0,,182.0,
202203,LAND ROVER,RANGE ROVER SPORT,LAND ROVER RANGE ROVER SPORT,159.0,,111.0,,159.0,
202203,LAND ROVER,RANGE ROVER VELAR,LAND ROVER RANGE ROVER VELAR,163.0,,128.0,,163.0,
202203,LEXUS,ES,LEXUS ES,30.0,,30.0,,,
202203,LEXUS,LC,LEXUS LC,15.0,,,,,12.0
202203,LEXUS,LS,LEXUS LS,,,,,,
202203,LEXUS,NX,LEXUS NX,89.0,,89.0,,82.0,
202203,LEXUS,RX,LEXUS RX,103.0,,103.0,,103.0,
202203,LEXUS,UX,LEXUS UX,120.0,,119.0,,,
202203,LEXUS,SONSTIGE,LEXUS SONSTIGE,1.0,,,,,
202203,LOTUS,,LOTUS,19.0,,,,,9.0
202203,LYNK & CO,01,LYNK & CO 01,94.0,,94.0,,,
202203,LYNK & CO,SONSTIGE,LYNK & CO SONSTIGE,,,,,,
202203,MAN,TGE,MAN TGE,164.0,163.0,,,22.0,
202203,MAN,SONSTIGE,MAN SONSTIGE,5.0,,,,,
202203,MASERATI,GHIBLI,MASERATI GHIBLI,22.0,,4.0,,11.0,
202203,MASERATI,LEVANTE,MASERATI LEVANTE,50.0,,24.0,,50.0,
202203,MASERATI,SONSTIGE,MASERATI SONSTIGE,10.0,,,,,
202203,MAZDA,2,MAZDA 2,1042.0,,839.0,,,
202203,MAZDA,3,MAZDA 3,649.0,,649.0,,10.0,
202203,MAZDA,6,MAZDA 6,140.0,,,,,
202203,MAZDA,CX-3,MAZDA CX-3,312.0,,,,,
202203,MAZDA,CX-5,MAZDA CX-5,1221.0,263.0,,,413.0,
202203,MAZDA,CX-30,MAZDA CX-30,1276.0,,1276.0,,83.0,
202203,MAZDA,MX-5,MAZDA MX-5,320.0,,,,,320.0
202203,MAZDA,MX-30,MAZDA MX-30,121.0,,,121.0,,
202203,MAZDA,SONSTIGE,MAZDA SONSTIGE,3.0,,,,,
202203,MERCEDES,A-KLASSE,MERCEDES A-KLASSE,1605.0,278.0,681.0,,141.0,
202203,MERCEDES,AMG GT,MERCEDES AMG GT,147.0,,61.0,,65.0,14.0
202203,MERCEDES,B-KLASSE,MERCEDES B-KLASSE,952.0,113.0,389.0,,38.0,
202203,MERCEDES,C-KLASSE,MERCEDES C-KLASSE,3308.0,56.0,3122.0,,432.0,153.0
202203,MERCEDES,CITAN,MERCEDES CITAN,174.0,99.0,,,,
202203,MERCEDES,CLA-KLASSE,MERCEDES CLA-KLASSE,908.0,170.0,304.0,,100.0,
202203,MERCEDES,CLS,MERCEDES CLS,136.0,54.0,82.0,,117.0,
202203,MERCEDES,E-KLASSE,MERCEDES E-KLASSE,2490.0,695.0,1678.0,41.0,992.0,
202203,MERCEDES,E-KLASSE COUPE,MERCEDES E-KLASSE COUPE,117.0,27.0,90.0,,62.0,71.0
202203,MERCEDES,G-KLASSE,MERCEDES G-KLASSE,597.0,204.0,,,597.0,
202203,MERCEDES,"GL-KLASSE, GLS","MERCEDES GL-KLASSE, GLS",122.0,67.0,55.0,,122.0,
202203,MERCEDES,GLA,MERCEDES GLA,1195.0,121.0,363.0,281.0,258.0,
202203,MERCEDES,GLB,MERCEDES GLB,851.0,231.0,,417.0,580.0,
202203,MERCEDES,"GLK, GLC","MERCEDES GLK, GLC",2806.0,1163.0,1330.0,158.0,2806.0,
202203,MERCEDES,"ML-KLASSE, GLE","MERCEDES ML-KLASSE, GLE",1265.0,300.0,965.0,,1265.0,
202203,MERCEDES,S-KLASSE,MERCEDES S-KLASSE,756.0,168.0,266.0,293.0,510.0,
202203,MERCEDES,SPRINTER,MERCEDES SPRINTER,547.0,545.0,,,53.0,
202203,MERCEDES,V-KLASSE,MERCEDES V-KLASSE,1578.0,1444.0,,134.0,688.0,
202203,MERCEDES,VITO,MERCEDES VITO,805.0,770.0,,35.0,223.0,
202203,MERCEDES,SONSTIGE,MERCEDES SONSTIGE,1.0,,,,,
202203,MG ROEWE,MARVEL,MG ROEWE MARVEL,17.0,,,17.0,8.0,
202203,MG ROEWE,RX6,MG ROEWE RX6,373.0,,373.0,,,
202203,MG ROEWE,ZS,MG ROEWE ZS,152.0,,,152.0,,
202203,MG ROEWE,SONSTIGE,MG ROEWE SONSTIGE,,,,,,
202203,MINI,MINI,MINI MINI,3815.0,119.0,98.0,1050.0,277.0,553.0
202203,MITSUBISHI,ECLIPSE CROSS,MITSUBISHI ECLIPSE CROSS,1371.0,,1371.0,,1371.0,
202203,MITSUBISHI,"MIRAGE, SPACE STAR","MITSUBISHI MIRAGE, SPACE STAR",1942.0,,,,,
202203,MITSUBISHI,SONSTIGE,MITSUBISHI SONSTIGE,2.0,,,,,
202203,MORGAN,,MORGAN,9.0,,,,,9.0
